,index,Post ID,Permalink,Post Message,Type,Countries,Languages,Posted,Audience Targeting,Lifetime Post Total Reach,Lifetime Post organic reach,Lifetime Post Paid Reach,Lifetime Post Total Impressions,Lifetime Post Organic Impressions,Lifetime Post Paid Impressions,Lifetime Engaged Users,Lifetime Post Consumers,Lifetime Post Consumptions,Lifetime Negative feedback,Lifetime Negative Feedback from Users,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime Post Paid Impressions by people who have liked your Page,Lifetime Paid reach of a post by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Organic views to 95%,Lifetime Organic views to 95%.1,Lifetime Paid views to 95%,Lifetime Paid views to 95%.1,Lifetime Organic Video Views,Lifetime Organic Video Views.1,Lifetime Paid Video Views,Lifetime Paid Video Views.1,Lifetime Average time video viewed,Lifetime Video length
610,69,171162119680585_1059615660835222,https://www.facebook.com/TarletonCOGS/posts/1059615660835222,Need to update your resume? Check out this list of action verbs from Tarleton Careers.,Link,,,8/4/17 8:30 AM, ,277,206,0,431,338,0,15,8,11,0,0,339,207,0,0,11,0,0,0,0,0,0,0,0,0,0
611,70,171162119680585_1059607040836084,https://www.facebook.com/TarletonCOGS/posts/1059607040836084,Did you miss last Saturday's GRE strategy session? You can still prepare for the GRE through Tarleton! Check out these GRE prep courses offered through Tarleton Continuing Education for just $99.,Link,,,8/3/17 8:03 AM, ,160,148,0,306,286,0,7,4,6,0,0,286,148,0,0,4,0,0,0,0,0,0,0,0,0,0
612,71,171162119680585_1059595704170551,https://www.facebook.com/TarletonCOGS/posts/1059595704170551,The COGS ceremony is set for August 11th at 7 p.m. Read more about upcoming commencement in this recent press release.,Link,,,8/2/17 8:27 AM, ,246,192,0,413,330,0,16,13,15,0,0,361,205,0,0,11,0,0,0,0,0,0,0,0,0,0
613,72,171162119680585_1059589340837854,https://www.facebook.com/TarletonCOGS/posts/1059589340837854,Have you updated your scholarship application for the 17/18 school year? Log in and update it today!,Link,,,8/1/17 8:12 AM, ,328,229,0,558,407,0,14,12,13,0,0,419,236,0,0,10,0,0,0,0,0,0,0,0,0,0
614,73,171162119680585_1059583764171745,https://www.facebook.com/TarletonCOGS/posts/1059583764171745,Check out the latest issue of the COGS newsletter on our blog! #TheCOGSConnection,Link,,,7/31/17 9:45 AM, ,203,199,0,343,335,0,7,6,9,0,0,335,199,0,0,6,0,0,0,0,0,0,0,0,0,0
615,74,171162119680585_1055563337907121,https://www.facebook.com/TarletonCOGS/posts/1055563337907121:0,Tarleton neuroscience lab gets new equipment to study chronic pain. Read more > http://buff.ly/2tDZHma,Photo,,,7/28/17 8:30 AM, ,527,449,0,882,760,0,6,4,5,0,0,719,418,0,0,5,0,0,0,0,0,0,0,0,0,0
616,75,171162119680585_1055558624574259,https://www.facebook.com/TarletonCOGS/posts/1055558624574259,Need to take the #GRE soon? Join us this Saturday for the GRE Strategy Session presented by #ThePrincetonReview. RSVP below.,Link,,,7/27/17 8:30 AM, ,36,36,0,50,50,0,0,0,0,0,0,48,35,0,0,0,0,0,0,0,0,0,0,0,0,0
617,76,171162119680585_1055557007907754,https://www.facebook.com/TarletonCOGS/posts/1055557007907754,Mark your calendars and join us on September 7th for our Graduate Student Resource Fair & Networking Social! Learn more and RSVP in the link below.,Link,,,7/26/17 8:35 AM, ,94,94,0,144,144,0,2,2,2,0,0,144,94,0,0,2,0,0,0,0,0,0,0,0,0,0
618,77,171162119680585_1055548874575234,https://www.facebook.com/TarletonCOGS/posts/1055548874575234:0,"From Ninja Turtle to grad student, Kenn Scott talks about his experience at #Tarleton in our #studentspotlight. http://buff.ly/2tExA6o",Photo,,,7/25/17 8:16 AM, ,1837,697,0,3124,1189,0,120,96,159,1,1,1232,702,0,0,52,0,0,0,0,0,0,0,0,0,0
619,78,171162119680585_1055566101240178,https://www.facebook.com/TarletonCOGS/posts/1055566101240178,Affording your advanced degree: tips and considerations for paying for grad school.,Link,,,7/24/17 3:57 PM, ,829,206,0,1210,335,0,26,20,23,1,1,404,230,0,0,13,0,0,0,0,0,0,0,0,0,0
620,79,171162119680585_1055539281242860,https://www.facebook.com/TarletonCOGS/posts/1055539281242860:0,Graduation ticket disbursement begins today! Congrats to our summer graduates!,Photo,,,7/24/17 11:43 AM, ,531,440,0,887,782,0,19,11,16,0,0,767,430,0,0,18,0,0,0,0,0,0,0,0,0,0
621,80,171162119680585_1049098165220305,https://www.facebook.com/TarletonCOGS/posts/1049098165220305,Want to learn more about graduate studies at Tarleton? Come to Saturday's open house Tarleton State University - Waco!,Link,,,7/20/17 8:11 AM, ,48,48,0,81,81,0,0,0,0,0,0,81,48,0,0,0,0,0,0,0,0,0,0,0,0,0
622,81,171162119680585_1049096415220480,https://www.facebook.com/TarletonCOGS/posts/1049096415220480,Interested in Tarleton's 100% online Master of Music in Music Education? Join tomorrow's #GatewaytoGoals webinar!,Link,,,7/19/17 8:06 AM, ,34,32,0,46,43,0,1,0,0,0,0,43,32,0,0,1,0,0,0,0,0,0,0,0,0,0
623,82,171162119680585_1049095191887269,https://www.facebook.com/TarletonCOGS/posts/1049095191887269,Interested in Tarleton's Master of Public Administration program? Join tomorrow's #GatewaytoGoals webinar!,Link,,,7/18/17 8:04 AM, ,193,142,0,326,234,0,3,1,1,0,0,235,143,0,0,3,0,0,0,0,0,0,0,0,0,0
624,83,171162119680585_1049092041887584,https://www.facebook.com/TarletonCOGS/posts/1049092041887584,"Check out our latest issue of the graduate student newsletter, #TheCOGSConnection, on our blog.",Link,,,7/17/17 9:57 AM, ,196,186,0,333,321,0,8,7,9,1,1,321,186,0,0,8,0,0,0,0,0,0,0,0,0,0
625,84,171162119680585_1050955131701275,https://www.facebook.com/TarletonCOGS/posts/1050955131701275,College of Graduate Studies - Tarleton State University shared Tarleton Continuing Education's photo.,Photo,,,7/17/17 8:45 AM, ,336,300,0,544,491,0,32,29,33,1,1,536,328,0,0,32,0,0,0,0,0,0,0,0,0,0
626,85,171162119680585_1046248538838601,https://www.facebook.com/TarletonCOGS/posts/1046248538838601,What type of procrastinator are you? How to fix it.,Link,,,7/14/17 1:17 PM, ,149,149,0,241,241,0,1,1,1,0,0,241,149,0,0,1,0,0,0,0,0,0,0,0,0,0
627,86,171162119680585_1046240265506095,https://www.facebook.com/TarletonCOGS/posts/1046240265506095,Learn more about Tarleton's 100% online Master of Music in Music Education! Join our #GatewaytoGoals webinar next week.,Link,,,7/14/17 8:01 AM, ,70,18,0,104,30,0,1,1,1,0,0,30,18,0,0,1,0,0,0,0,0,0,0,0,0,0
628,87,171162119680585_1046247248838730,https://www.facebook.com/TarletonCOGS/posts/1046247248838730,Great ideas for showcasing your skills on your resume!,Link,,,7/13/17 1:13 PM, ,135,126,0,228,213,0,1,0,0,0,0,213,126,0,0,1,0,0,0,0,0,0,0,0,0,0
629,88,171162119680585_1046237758839679,https://www.facebook.com/TarletonCOGS/posts/1046237758839679,Want to learn more about Tarleton's Master of Public Administration? Join next week's webinar! #GatewaytoGoals,Link,,,7/13/17 8:00 AM, ,184,13,0,313,27,0,7,2,2,0,0,36,16,0,0,3,0,0,0,0,0,0,0,0,0,0
630,89,171162119680585_1046233492173439,https://www.facebook.com/TarletonCOGS/posts/1046233492173439:0,"Today's open house is at the Stephenville campus in the Nursing Building, Room 344, from 10 a.m. to 3 p.m. See you there! #BeyondaBachelors",Photo,,,7/12/17 6:49 AM, ,576,290,0,943,506,0,18,11,16,0,0,500,281,0,0,10,0,0,0,0,0,0,0,0,0,0
631,90,171162119680585_1046230682173720,https://www.facebook.com/TarletonCOGS/posts/1046230682173720,Tomorrow is our summer Beyond a Bachelor's Open House! RSVP to attend at Stephenville or via Zoom.,Link,,,7/11/17 8:45 AM, ,22,21,0,35,33,0,0,0,0,0,0,35,22,0,0,0,0,0,0,0,0,0,0,0,0,0
632,91,171162119680585_1046229138840541,https://www.facebook.com/TarletonCOGS/posts/1046229138840541,"Are you a current or former member of the military, spouse, or dependent? Join us tomorrow for our webinar! #GatewaytoGoals",Link,,,7/10/17 8:32 AM, ,49,42,0,78,70,0,0,0,0,0,0,78,49,0,0,0,0,0,0,0,0,0,0,0,0,0
633,92,171162119680585_1041490455981076,https://www.facebook.com/TarletonCOGS/posts/1041490455981076,Tips and highlights for the working graduate student in our most recent blog post ... The Graduate Student Experience: Things to Know.,Link,,,7/7/17 8:46 AM, ,307,291,0,545,520,0,17,14,15,0,0,520,291,0,0,16,0,0,0,0,0,0,0,0,0,0
634,93,171162119680585_1041486685981453,https://www.facebook.com/TarletonCOGS/posts/1041486685981453,Interested in learning more about graduate school? Join us on July 12th for our #BeyondaBachelors open house.,Link,,,7/6/17 8:40 AM, ,125,101,0,184,160,0,3,1,1,0,0,160,101,0,0,3,0,0,0,0,0,0,0,0,0,0
635,94,171162119680585_1043083345821787,https://www.facebook.com/TarletonCOGS/posts/1043083345821787,College of Graduate Studies - Tarleton State University shared Tarleton State University - Waco's photo.,Photo,,,7/5/17 1:55 PM, ,172,162,0,280,269,0,4,3,3,0,0,269,162,0,0,4,0,0,0,0,0,0,0,0,0,0
636,95,171162119680585_1041482299315225,https://www.facebook.com/TarletonCOGS/posts/1041482299315225:0,Join us next Tuesday for our #GatewaytoGoals webinar!,Photo,,,7/5/17 8:35 AM, ,963,336,0,1598,581,0,17,8,12,2,3,580,323,0,0,6,0,0,0,0,0,0,0,0,0,0
637,96,171162119680585_1041454865984635,https://www.facebook.com/TarletonCOGS/posts/1041454865984635:0,"Tarleton will reopen tomorrow, July 5th.",Photo,,,7/4/17 6:00 AM, ,283,279,0,478,474,0,5,3,3,0,0,460,270,0,0,5,0,0,0,0,0,0,0,0,0,0
638,97,171162119680585_1041449592651829,https://www.facebook.com/TarletonCOGS/posts/1041449592651829,The graduate studies newsletter is delivered each week to your Tarleton inbox. You can also check out this week's issue of #TheCOGSConnection here!,Link,,,7/3/17 8:04 AM, ,207,207,0,333,333,0,4,4,4,0,0,332,206,0,0,3,0,0,0,0,0,0,0,0,0,0
639,1,171162119680585_1130750410388413,https://www.facebook.com/TarletonCOGS/posts/1130750410388413,The fall semester is wrapping up! Look ahead to spring by checking out the spring academic calendar. https://buff.ly/2nPWihG,Photo,,,12/14/17 7:27 AM, ,198,198,0,303,303,0,8,5,6,0,0,302,197,0,0,8,0,0,0,0,0,0,0,0,0,0
640,2,171162119680585_1130745817055539,https://www.facebook.com/TarletonCOGS/posts/1130745817055539,What can Handshake do for your career? Check out Handshake through Tarleton Careers.,Link,,,12/13/17 9:15 AM, ,212,212,0,334,334,0,6,2,2,0,0,334,212,0,0,6,0,0,0,0,0,0,0,0,0,0
641,3,171162119680585_1130742340389220,https://www.facebook.com/TarletonCOGS/posts/1130742340389220,Learn more about the upcoming Excellence in Teaching conference! https://buff.ly/2iQawtv,Photo,,,12/12/17 9:07 AM, ,183,183,0,296,296,0,3,2,2,0,0,295,182,0,0,3,0,0,0,0,0,0,0,0,0,0
642,4,171162119680585_1130739640389490,https://www.facebook.com/TarletonCOGS/posts/1130739640389490,The graduate student commencement will be held on Friday at 7 p.m. in Wisdom Gym. Congratulations to our Fall 2017 graduates!,Photo,,,12/11/17 8:50 AM, ,1770,1770,0,4621,4621,0,280,166,279,1,1,996,534,0,0,72,0,0,0,0,0,0,0,0,0,0
643,5,171162119680585_1126776260785828,https://www.facebook.com/TarletonCOGS/posts/1126776260785828,Stop by to find unique gifts for someone on your shopping list!,Link,,,12/8/17 6:42 AM, ,195,195,0,299,299,0,6,4,4,0,0,298,194,0,0,6,0,0,0,0,0,0,0,0,0,0
644,6,171162119680585_1128470743949713,https://www.facebook.com/TarletonCOGS/posts/1128470743949713,"Grad Student Volunteers needed for Spring Orientation in Fort Worth! Are you a current Tarleton graduate student in the Fort Worth area? If so, COGS is searching for a few graduate students to serve on a current student panel and to mingle with incoming students during the Orientation scheduled for Tuesday, January 9, 2018.  You would be needed from 5:30 to 8:00 p.m., and dinner will be provided.  If you?re interested in volunteering, please contact Mweni Ekpo at ekpo@tarleton.edu.",Photo,,,12/7/17 10:32 AM, ,263,263,0,891,891,0,19,19,21,0,0,621,224,0,0,13,0,0,0,0,0,0,0,0,0,0
645,7,171162119680585_1126775480785906,https://www.facebook.com/TarletonCOGS/posts/1126775480785906,"The Tarleton planetarium will host its annual holiday show, The Mystery of the Christmas Star, at various times in December. The show is free! Learn more about The Mystery of the Christmas Star and view showtimes at the link.",Link,,,12/7/17 7:40 AM, ,160,160,0,231,231,0,6,2,2,0,0,214,148,0,0,6,0,0,0,0,0,0,0,0,0,0
646,8,171162119680585_1126771740786280,https://www.facebook.com/TarletonCOGS/posts/1126771740786280,Reserve your spot soon!,Link,,,12/6/17 7:28 AM, ,296,296,0,464,464,0,14,10,12,0,0,464,296,0,0,14,0,0,0,0,0,0,0,0,0,0
647,9,171162119680585_1126770860786368,https://www.facebook.com/TarletonCOGS/posts/1126770860786368,Tarleton?s Global Ambassadors Academy is comprised of a group of international graduate students who share an interest in professional growth and the Tarleton student experience. Learn more about the Global Ambassadors Academy!,Link,,,12/5/17 7:25 AM, ,170,170,0,267,267,0,3,1,1,0,0,267,170,0,0,3,0,0,0,0,0,0,0,0,0,0
648,10,171162119680585_1126769440786510,https://www.facebook.com/TarletonCOGS/posts/1126769440786510,"Check out the latest issue of the graduate studies newsletter, #TheCOGSConnection!",Link,,,12/4/17 11:10 AM, ,139,139,0,236,236,0,1,0,0,0,0,236,139,0,0,1,0,0,0,0,0,0,0,0,0,0
649,11,171162119680585_1122667144530073,https://www.facebook.com/TarletonCOGS/posts/1122667144530073,Thinking about spring? Check out this schedule for Spring 2018.,Link,,,12/1/17 7:31 AM, ,199,199,0,336,336,0,7,5,5,0,0,335,198,0,0,7,0,0,0,0,0,0,0,0,0,0
650,12,171162119680585_1122666177863503,https://www.facebook.com/TarletonCOGS/posts/1122666177863503,Save the date! Make plans to join us on January 20. #NewYearNewYou,Link,,,11/30/17 7:27 AM, ,327,327,0,519,519,0,14,7,7,1,1,519,327,0,0,13,0,0,0,0,0,0,0,0,0,0
651,13,171162119680585_1122653557864765,https://www.facebook.com/TarletonCOGS/posts/1122653557864765,Come listen to the holiday concert! College of Liberal and Fine Arts - Tarleton State University,Link,,,11/29/17 7:00 AM, ,158,158,0,270,270,0,8,5,5,0,0,270,158,0,0,7,0,0,0,0,0,0,0,0,0,0
652,14,171162119680585_1118946298235491,https://www.facebook.com/TarletonCOGS/posts/1118946298235491,"Today before midnight, people all around the world will give back as part of #GivingTuesday. Participate in #TarletonGives by giving to your favorite Tarleton State University programs, scholarships or activities.",Link,,,11/28/17 7:34 AM, ,1198,1198,0,1991,1991,0,21,17,21,1,1,80,57,0,0,0,0,0,0,0,0,0,0,0,0,0
653,15,171162119680585_1118945214902266,https://www.facebook.com/TarletonCOGS/posts/1118945214902266,"Join us tomorrow for #GivingTuesday. All around the world, we?re inviting people just like you to be a part of the #TarletonGives movement and support a high-quality education for Tarleton State University students. It?s an easy way to Bleed Purple!",Link,,,11/27/17 3:31 PM, ,263,263,0,396,396,0,9,8,8,0,0,307,197,0,0,7,0,0,0,0,0,0,0,0,0,0
654,16,171162119680585_1118941011569353,https://www.facebook.com/TarletonCOGS/posts/1118941011569353,"#GivingTuesday is a global day of giving back. On Tuesday, November 28, join people around the world and support Tarleton?s students as they transform into tomorrow's professional leaders. After Black Friday and Cyber Monday, the back-to-back days of shopping deals, kick off the holiday giving season on Giving Tuesday with a donation to Tarleton?s College of Graduate Studies. Until then, mark your calendar and spread the word. #TarletonGives",Photo,,,11/24/17 8:20 AM, ,252,252,0,383,383,0,3,2,5,1,1,381,250,0,0,3,0,0,0,0,0,0,0,0,0,0
655,17,171162119680585_1118935821569872,https://www.facebook.com/TarletonCOGS/videos/1118935821569872/,Happy Thanksgiving!,Video,,,11/23/17 7:00 AM, ,224,224,0,346,346,0,10,4,8,0,0,343,220,0,0,10,4,4,0,0,56,59,0,0,2783,15230
656,18,171162119680585_1118955168234604,https://www.facebook.com/TarletonCOGS/posts/1118955168234604,Call for proposals! Are you a faculty or staff member from a TAMUS school or a local community college? Share your ideas at the upcoming Excellence In Teaching conference.,Link,,,11/22/17 10:52 AM, ,232,232,0,348,348,0,4,2,3,0,0,346,229,0,0,4,0,0,0,0,0,0,0,0,0,0
657,19,171162119680585_1118889414907846,https://www.facebook.com/TarletonCOGS/posts/1118889414907846,Save the Date! #NewYearNewYou,Link,,,11/21/17 7:59 AM, ,492,492,0,774,774,0,16,12,12,1,1,710,429,0,0,16,0,0,0,0,0,0,0,0,0,0
658,20,171162119680585_508326629539369,https://www.facebook.com/events/508326629539369/,"The College of Graduate Studies wants to help you start 2018 in the best way possible, so join us for our New Year, New You Extravaganza on Saturday, January 20.  This event is exclusively offered for graduate and undergraduate students from any campus enrolled at Tarleton for the Spring 2018 semester.  Tarleton December 2017 graduates are also welcome to attend.  Come for as much or as little of the event as your schedule allows?  Event activities will include:  Free on-site document shredding Free professional headshot photos by photographer Matthew Lahey Free GRE Strategy Session presented by The Princeton Review Free professional development workshops   This will be a wonderful opportunity to refresh and renew for the new year.  All students who attend the event will be entered into a drawing to win a guaranteed $500 scholarship for the Spring 2018 semester!  And students who attend the event and submit an admissions application to the College of Graduate Studies within a week of the event will have their $45.00-application fee waived.  Happy New Year!",Status,,,11/20/17 9:46 AM, ,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
659,21,171162119680585_1118886951574759,https://www.facebook.com/TarletonCOGS/posts/1118886951574759,"Check out the latest issue of the graduate newsletter, #TheCOGSConnection!",Link,,,11/20/17 9:40 AM, ,1739,1739,0,2233,2233,0,7,4,4,0,0,384,247,0,0,7,0,0,0,0,0,0,0,0,0,0
660,22,171162119680585_1115396065257181,https://www.facebook.com/TarletonCOGS/posts/1115396065257181,Happening now!,Photo,,,11/14/17 8:08 AM, ,260,260,0,452,452,0,3,0,0,1,1,448,256,0,0,3,0,0,0,0,0,0,0,0,0,0
661,23,171162119680585_1114943031969151,https://www.facebook.com/TarletonCOGS/posts/1114943031969151,The #GatewaytoGoals series continues this week! Join us to learn more about your program of interest.,Photo,,,11/13/17 2:53 PM, ,237,237,0,421,421,0,5,5,5,0,0,415,234,0,0,4,0,0,0,0,0,0,0,0,0,0
662,24,171162119680585_1114941488635972,https://www.facebook.com/TarletonCOGS/posts/1114941488635972,Dr. Brandon Smith is a new faculty member with a strong research background in forage agronomy. Learn more about Dr. Smith in our most recent faculty research spotlight. Tarleton Research and Innovation Tarleton College of Agricultural and Environmental Sciences,Link,,,11/13/17 10:37 AM, ,1114,1114,0,2319,2319,0,160,95,153,1,1,844,473,0,0,25,0,0,0,0,0,0,0,0,0,0
663,25,171162119680585_1111181772345277,https://www.facebook.com/TarletonCOGS/posts/1111181772345277,Tarleton is offering several webinars this month so that you can learn more about your program of interest. Register for a webinar today!,Photo,,,11/10/17 8:47 AM, ,508,508,0,845,845,0,19,10,13,0,0,488,280,0,0,12,0,0,0,0,0,0,0,0,0,0
664,26,171162119680585_1111177705679017,https://www.facebook.com/TarletonCOGS/posts/1111177705679017,Want to learn more about graduate studies at Tarleton? Join us for our open house in Stephenville on November 15th. Attendees earn an application fee waiver. Learn more and register at the link > https://buff.ly/2zhhOAq,Photo,,,11/9/17 8:38 AM, ,386,386,0,650,650,0,11,6,8,0,0,562,322,0,0,10,0,0,0,0,0,0,0,0,0,0
665,27,171162119680585_1111173375679450,https://www.facebook.com/TarletonCOGS/posts/1111173375679450,Learn more about Tarleton's master's in Public Administration program in tonight's webinar! Register and learn more at the link below.,Link,,,11/8/17 10:26 AM, ,78,78,0,124,124,0,0,0,0,0,0,123,77,0,0,0,0,0,0,0,0,0,0,0,0,0
666,28,171162119680585_1111171632346291,https://www.facebook.com/TarletonCOGS/posts/1111171632346291,Learn more about Tarleton's Counseling program in today's webinar! Register at the link.,Link,,,11/8/17 6:21 AM, ,65,65,0,95,95,0,2,0,0,0,0,93,64,0,0,1,0,0,0,0,0,0,0,0,0,0
667,29,171162119680585_1111168609013260,https://www.facebook.com/TarletonCOGS/posts/1111168609013260,"Are you, or someone you know, thinking about starting graduate school at Tarleton? Attend the open house at Waco on Saturday, November 11th! Register and learn more at the link.",Link,,,11/7/17 8:16 AM, ,428,428,0,708,708,0,7,4,4,0,0,461,283,0,0,7,0,0,0,0,0,0,0,0,0,0
668,30,171162119680585_1111704675626320,https://www.facebook.com/TarletonCOGS/posts/1111704675626320,Explore graduate schools across Texas with the upcoming Virtual Grad Fair!,Photo,,,11/7/17 6:35 AM, ,422,422,0,1044,1044,0,14,6,7,0,0,934,359,0,0,10,0,0,0,0,0,0,0,0,0,0
669,31,171162119680585_1111166359013485,https://www.facebook.com/TarletonCOGS/posts/1111166359013485,Check out the latest issue of #TheCOGSConnection on our blog!,Link,,,11/6/17 7:59 AM, ,473,473,0,797,797,0,16,9,10,0,0,612,350,0,0,11,0,0,0,0,0,0,0,0,0,0
670,32,171162119680585_1109552629174858,https://www.facebook.com/TarletonCOGS/videos/1109552629174858/,Closing Ceremony #TAMUSPathways,Video,,,11/3/17 11:04 AM, ,600,600,0,1023,1023,0,56,40,63,1,1,735,440,0,0,25,2,2,0,0,262,300,0,0,41517,2847822
671,33,171162119680585_1109513069178814,https://www.facebook.com/TarletonCOGS/posts/1109513069178814,The #TAMUSPathways Closing Ceremony will be live-streamed here! The event begins at 1 p.m.,Status,,,11/3/17 9:27 AM, ,159,159,0,265,265,0,4,2,6,0,0,261,156,0,0,4,0,0,0,0,0,0,0,0,0,0
